Company,UNIT NUMBER,UNIT STATUS,CATEGORY,CATEGORY_CLASS_DESC,YEAR,MAKE,MODEL,IN SERVICE DATE,DISPOSAL DATE,Meter
Company C,42001669,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,02/19/2020,,787
Company C,42001670,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,02/19/2020,,1070
Company C,42001671,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,02/19/2020,,810
Company C,42001674,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,02/19/2020,,515
Company C,42001675,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,02/19/2020,,548
Company C,42001676,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,02/19/2020,,568
Company C,42001677,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,02/19/2020,,547
Company C,42001678,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,02/19/2020,,382
Company C,42001679,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,SHR5700,02/19/2020,,153
Company C,42001680,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,02/20/2020,,459
Company B,42001681,IN SERVICE,SCISSOR,Material Handling Equipment,2020,GENIE,GS4047,02/20/2020,,195
Company B,42001682,IN SERVICE,SCISSOR,Material Handling Equipment,2020,GENIE,GS2646,02/20/2020,,640
Company C,42001683,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/02/2020,,462
Company C,42001684,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/02/2020,,567
Company C,42001687,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/02/2020,,551
Company C,42001689,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/02/2020,,626
Company C,42001690,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/02/2020,,529
Company C,42001692,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/02/2020,,1051
Company C,42001693,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/02/2020,,1218
Company C,42001694,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/02/2020,,919
Company C,42001695,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/02/2020,,1699
Company C,42001696,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/02/2020,,527
Company C,42001697,SCRAPPED,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/02/2020,05/24/2024,481
Company C,42001698,IN SERVICE,FORK,Material Handling Equipment,2020,CROWN,SHR5700,03/02/2020,,635
Company C,42001699,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/02/2020,,3299
Company C,42001700,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/02/2020,,2695
Company C,42001701,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/02/2020,,2794
Company C,42001702,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/02/2020,,1938
Company C,42001703,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/02/2020,,2289
Company C,42001704,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/02/2020,,907
Company C,42001705,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/02/2020,,736
Company C,42001706,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/02/2020,,1689
Company C,42001707,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/02/2020,,1582
Company C,42001708,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/02/2020,,1784
Company C,42001709,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/02/2020,,2035
Company C,42001710,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/02/2020,,488
Company C,42001711,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/02/2020,,528
Company C,42001712,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/02/2020,,856
Company C,42001713,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/02/2020,,570
Company C,42001714,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/03/2020,,445
Company C,42001716,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/03/2020,,635
Company C,42001717,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/03/2020,,2020
Company C,42001718,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/03/2020,,1569
Company C,42001719,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/03/2020,,1453
Company C,42001720,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/03/2020,,3341
Company C,42001721,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/03/2020,,2096
Company C,42001722,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/03/2020,,1825
Company C,42001723,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/03/2020,,1847
Company C,42001724,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/03/2020,,1984
Company C,42001725,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/03/2020,,2178
Company C,42001726,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/03/2020,,868
Company C,42001727,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/03/2020,,581
Company C,42001728,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/03/2020,,520
Company C,42001729,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/03/2020,,694
Company C,42001730,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/03/2020,,662
Company C,42001731,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/03/2020,,460
Company C,42001732,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/03/2020,,578
Company C,42001733,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/03/2020,,700
Company C,42001734,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/03/2020,,585
Company C,42001735,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/03/2020,,965
Company C,42001736,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/03/2020,,517
Company C,42001737,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/03/2020,,593
Company C,42001738,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/03/2020,,643
Company C,42001739,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/03/2020,,990
Company C,42001740,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/03/2020,,686
Company C,42001741,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/03/2020,,620
Company C,42001742,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/03/2020,,3352
Company C,42001743,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/03/2020,,2011
Company C,42001744,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/03/2020,,1720
Company C,42001745,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/03/2020,,2016
Company C,42001746,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/03/2020,,2472
Company C,42001747,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/03/2020,,2227
Company C,42001748,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/03/2020,,672
Company C,42001749,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/03/2020,,360
Company C,42001750,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/03/2020,,559
Company C,42001751,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/03/2020,,870
Company C,42001752,IN SERVICE,SCRUB,Material Handling Equipment,2020,TENNANT,T600,03/03/2020,,119
Company C,42001753,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/03/2020,,692
Company C,42001754,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/03/2020,,898
Company C,42001755,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/03/2020,,572
Company C,42001756,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/03/2020,,608
Company C,42001757,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/03/2020,,555
Company C,42001758,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/03/2020,,812
Company C,42001759,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/03/2020,,549
Company C,42001761,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/03/2020,,1724
Company C,42001762,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/03/2020,,1905
Company C,42001763,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/03/2020,,1637
Company C,42001764,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/03/2020,,1963
Company C,42001765,IN SERVICE,SCRUB,Material Handling Equipment,2020,TENNANT,T300,03/03/2020,,109
Company C,42001766,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/04/2020,,2226
Company C,42001767,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/04/2020,,1748
Company C,42001768,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/04/2020,,1857
Company C,42001769,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/04/2020,,2465
Company C,42001770,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/04/2020,,1897
Company C,42001771,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/05/2020,,442
Company B,42001773,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/09/2020,,577
Company B,42001774,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/09/2020,,701
Company B,42001775,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/09/2020,,578
Company B,42001776,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/09/2020,,930
Company B,42001777,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/09/2020,,796
Company B,42001778,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/09/2020,,1203
Company B,42001779,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/09/2020,,1228
Company B,42001780,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/09/2020,,1501
Company B,42001781,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/09/2020,,574
Company B,42001782,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/09/2020,,1947
Company B,42001783,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/09/2020,,1322
Company B,42001784,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/09/2020,,1013
Company B,42001785,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/09/2020,,1181
Company B,42001786,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/09/2020,,1108
Company B,42001787,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/09/2020,,1140
Company B,42001788,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/09/2020,,823
Company B,42001789,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/09/2020,,1255
Company B,42001790,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/09/2020,,1512
Company B,42001791,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/09/2020,,1070
Company C,42001792,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/11/2020,,1934
Company C,42001793,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/11/2020,,1851
Company B,42001800,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/12/2020,,1192
Company B,42001801,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/12/2020,,888
Company B,42001802,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/12/2020,,819
Company B,42001803,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/12/2020,,906
Company B,42001804,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/12/2020,,677
Company B,42001805,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/12/2020,,829
Company B,42001806,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/12/2020,,950
Company B,42001807,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/12/2020,,1022
Company B,42001808,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/12/2020,,589
Company B,42001809,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/12/2020,,701
Company B,42001810,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/12/2020,,287
Company B,42001811,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/12/2020,,623
Company B,42001812,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/12/2020,,572
Company B,42001813,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/12/2020,,1111
Company B,42001814,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/12/2020,,746
Company B,42001815,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/12/2020,,723
Company B,42001816,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/12/2020,,461
Company C,42001817,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/12/2020,,1697
Company C,42001818,IN SERVICE,SCRUB,Material Handling Equipment,2020,TENNANT,T300,03/12/2020,,175
Company B,42001821,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/13/2020,,918
Company B,42001822,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/13/2020,,932
Company B,42001823,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/13/2020,,839
Company B,42001824,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/13/2020,,786
Company B,42001825,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/13/2020,,1008
Company B,42001826,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/13/2020,,1031
Company B,42001827,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,03/13/2020,,600
Company B,42001830,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/18/2020,,1558
Company C,42001831,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/18/2020,,6773
Company C,42001832,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/18/2020,,1506
Company B,42001833,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/18/2020,,930
Company C,42001834,SCRAPPED,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/18/2020,05/28/2024,1592
Company C,42001835,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/18/2020,,2465
Company C,42001836,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/18/2020,,1716
Company C,42001837,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/19/2020,,1920
Company C,42001838,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/19/2020,,1440
Company B,42001839,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/19/2020,,338
Company B,42001840,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,03/19/2020,,571
Company C,42001852,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/20/2020,,1425
Company C,42001853,IN SERVICE,FORK,Material Handling Equipment,2020,CROWN,FC5200,03/20/2020,,2803
Company C,42001854,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/20/2020,,1858
Company C,42001855,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/20/2020,,1854
Company C,42001857,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/23/2020,,1144
Company C,42001858,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,03/23/2020,,1276
Company C,42001879,IN SERVICE,SWEEP,Material Handling Equipment,2020,TENNANT,S30,03/27/2020,,831
Company C,42001882,IN SERVICE,FORK,Material Handling Equipment,2020,CROWN,FC5200,03/31/2020,,12528
Company C,42001883,IN SERVICE,FORK,Material Handling Equipment,2020,CROWN,FC5200,03/31/2020,,12857
Company C,42001884,IN SERVICE,FORK,Material Handling Equipment,2020,CROWN,FC5200,03/31/2020,,10379
Company C,42001885,IN SERVICE,FORK,Material Handling Equipment,2020,CROWN,FC5200,03/31/2020,,13721
Company C,42001886,IN SERVICE,FORK,Material Handling Equipment,2020,CROWN,FC5200,03/31/2020,,11189
Company C,42001887,IN SERVICE,FORK,Material Handling Equipment,2020,CROWN,FC5200,03/31/2020,,12880
Company C,42001888,IN SERVICE,FORK,Material Handling Equipment,2020,CROWN,FC5200,03/31/2020,,11695
Company C,42001889,IN SERVICE,FORK,Material Handling Equipment,2020,CROWN,FC5200,04/01/2020,,5950
Company C,42001890,IN SERVICE,FORK,Material Handling Equipment,2020,CROWN,FC5200,04/01/2020,,7310
Company C,42001892,IN SERVICE,FORK,Material Handling Equipment,2020,CROWN,FC5200,04/01/2020,,4328
Company C,42001893,IN SERVICE,FORK,Material Handling Equipment,2020,CROWN,FC5200,04/01/2020,,1195
Company C,42001894,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,04/02/2020,,987
Company C,42001895,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,04/02/2020,,753
Company C,42001896,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,04/02/2020,,891
Company C,42001897,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,04/02/2020,,969
Company B,42001898,IN SERVICE,SCRUB,Material Handling Equipment,2020,TENNANT,T17,04/02/2020,,13912
Company B,42001900,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,04/06/2020,,721
Company B,42001901,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,04/06/2020,,670
Company B,42001902,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,04/06/2020,,727
Company B,42001903,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,04/06/2020,,834
Company B,42001904,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,04/06/2020,,858
Company B,42001905,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,04/06/2020,,724
Company A,42001906,IN SERVICE,FORK,Material Handling Equipment,2020,CROWN,SC5200,04/06/2020,,3243
Company A,42001907,IN SERVICE,FORK,Material Handling Equipment,2020,CROWN,SC5200,04/06/2020,,8137
Company C,42001908,IN SERVICE,FORK,Material Handling Equipment,2020,CROWN,FC5200,04/07/2020,,6571
Company C,42001909,IN SERVICE,FORK,Material Handling Equipment,2020,CROWN,FC5200,04/07/2020,,7982
Company C,42001910,IN SERVICE,FORK,Material Handling Equipment,2020,CROWN,FC5200,04/07/2020,,7734
Company C,42001911,IN SERVICE,FORK,Material Handling Equipment,2020,CROWN,FC5200,04/07/2020,,1415
Company C,42001912,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,04/08/2020,,2584
Company C,42001913,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,04/08/2020,,3186
Company C,42001914,IN SERVICE,PLTJCK-RIDER,Material Handling Equipment,2020,CROWN,PE4500,04/08/2020,,2644
Company B,42001915,IN SERVICE,FORK,Material Handling Equipment,2020,TOYOTA,8FBCU,04/09/2020,,38
Company C,42001917,IN SERVICE,FORK,Material Handling Equipment,2020,CROWN,FC5200,04/10/2020,,2907
Company C,42001918,IN SERVICE,FORK,Material Handling Equipment,2020,CROWN,FC5200,04/15/2020,,3463
Company B,42001919,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,04/15/2020,,388
Company B,42001920,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,04/15/2020,,1375
Company B,42001921,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,RAYMOND,8210,04/15/2020,,370
Company A,42001922,IN SERVICE,FORK,Material Handling Equipment,2020,CROWN,FC5200,04/15/2020,,4522
Company A,42001923,IN SERVICE,FORK,Material Handling Equipment,2020,CROWN,FC5200,04/15/2020,,4103
Company A,42001925,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,04/16/2020,,1546
Company A,42001926,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,04/16/2020,,1521
Company A,42001927,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,04/16/2020,,1557
Company A,42001928,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,04/16/2020,,1292
Company A,42001929,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,04/16/2020,,1089
Company A,42001930,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,04/16/2020,,1555
Company A,42001931,SCRAPPED,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,04/16/2020,09/08/2023,0
Company A,42001932,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,04/16/2020,,1434
Company A,42001933,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,04/16/2020,,1674
Company A,42001934,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,04/16/2020,,1215
Company A,42001935,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,04/16/2020,,1251
Company A,42001936,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,04/16/2020,,1537
Company A,42001937,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,04/16/2020,,1680
Company A,42001938,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,04/16/2020,,1660
Company A,42001939,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,04/16/2020,,1707
Company A,42001940,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,04/16/2020,,1533
Company A,42001941,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,04/16/2020,,1503
Company A,42001942,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,04/16/2020,,1679
Company A,42001943,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,04/16/2020,,1376
Company C,42001954,IN SERVICE,FORK,Material Handling Equipment,2020,CROWN,FC5200,04/17/2020,,3128
Company C,42001955,IN SERVICE,FORK,Material Handling Equipment,2020,CROWN,FC5200,04/17/2020,,1
Company C,42001956,IN SERVICE,FORK,Material Handling Equipment,2020,CROWN,FC5200,04/17/2020,,11724
Company B,42001957,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,04/17/2020,,1115
Company B,42001958,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,04/17/2020,,1115
Company B,42001959,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,04/17/2020,,1114
Company B,42001960,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,04/17/2020,,2002
Company B,42001961,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,04/17/2020,,495
Company B,42001962,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,04/17/2020,,1798
Company B,42001963,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,04/17/2020,,557
Company B,42001964,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2020,CROWN,WP3000,04/17/2020,,1113
Company C,42001966,IN SERVICE,SCRUB-SWEEP,Material Handling Equipment,2020,TENNANT,M17,04/20/2020,,243
